followers_count,hashtags,created_at,text
5596,['datascience'],Fri Mar 17 23:48:32 +0000 2017,4 E-Books &amp; 5 Courses to Help You Perform Machine Learning Analytics &amp; Command High-Paying Jobs #datascience \n\nhttps://t.co/XNttQRoT7G
5269,[],Fri Mar 17 23:58:04 +0000 2017,RT @STRTKCMO: a16z Podcast: The Edge in Machine Learning Startups: A lot of machine learning startups initially feel a\xe2\x80\xa6 https://t.co/PbOkkw\xe2\x80\xa6
5269,['machinelearning'],Fri Mar 17 23:58:05 +0000 2017,"How are you @STRTKCMO we found your update on machine learning, I would like to chat more https://t.co/g8PTLFojFY #machinelearning"
5269,[],Fri Mar 17 23:58:08 +0000 2017,RT @felixcampano: a16z Podcast: The Edge in Machine Learning Startups https://t.co/JqbKzY2tZk
5269,['machinelearning'],Fri Mar 17 23:58:08 +0000 2017,"How are you @felixcampano I read your post about machine learning, can we chat? https://t.co/k3b8VbmoEF #machinelearning"
5223,['machinelearning'],Sat Mar 18 00:02:17 +0000 2017,RT @Stephanie_Hing: Google\xe2\x80\x99s new machine learning API recognizes and will allow you to search for objects in videos #machinelearning\xe2\x80\xa6 
4187,"['podcast', 'a16z']",Fri Mar 17 23:56:50 +0000 2017,RT @digitananda: New #podcast from #a16z : a16z Podcast: The Edge in Machine Learning Startups https://t.co/kXgJM41Ywp
4187,[],Fri Mar 17 23:57:52 +0000 2017,RT @chkerstein: Google announced the launch of a machine learning startup competition https://t.co/q62gQdQAzk
4187,[],Fri Mar 17 23:58:55 +0000 2017,RT @kunalmathur: a16z Podcast: The Edge in Machine Learning Startups: https://t.co/jyGQTs7Zqh
4186,['gpu_processing'],Sat Mar 18 00:02:02 +0000 2017,RT @DataInfact: GPU computing key to machine learning and big data performance https://t.co/1rtlXU21pS - rewteet! #gpu_processing https://t\xe2\x80\xa6
3224,"['BigData', 'MachineLearning', 'DataScience', 'AI']",Fri Mar 17 23:57:56 +0000 2017,RT @gp_pulipaka: Machine Learning Methods Behind Marketing Intelligence. #BigData #MachineLearning #DataScience #AI\xe2\x80\xa6 
2477,"['BigData', 'MachineLearning', 'AI', 'Cloud', 'PredictiveAnalytics']",Sat Mar 18 00:03:15 +0000 2017,#BigData In Healthcare: Paris Hospitals Predict Admission Rate with #MachineLearning #AI #Cloud #PredictiveAnalytics https://t.co/zcbg8fGRMx
2452,"['IBMWatson', 'IBMwatson', 'IBMinterconnect']",Fri Mar 17 23:56:26 +0000 2017,RT @evankirstel: Chintu is an #IBMWatson powered robot https://t.co/XIEhOJipXr #IBMwatson #IBMinterconnect https://t.co/b1ibL27aZO
2158,[],Fri Mar 17 23:52:07 +0000 2017,RT @nicoletache1 : A short guide to interpreting machine learning models &amp; results by @jpat\xe2\x80\xa6 https://t.co/FNraejdkJJ https://t.co/itFfiM0h5C
1900,[],Sat Mar 18 00:06:40 +0000 2017,RT @fMRI_today: A chance to work with Francisco Pereira in Machine Learning at the NIH! https://t.co/CtzrnHPTcM
1890,"['Analyticship', 'BI', 'BigData', 'Analytics']",Sat Mar 18 00:05:10 +0000 2017,"RT @METAMORF_US: #Analyticship:#BI,#BigData,#Analytics:How does machine learning work or don't work? https://t.co/SxGNW5UI2h"
1888,"['learning', 'python']",Fri Mar 17 23:55:19 +0000 2017,Large Scale Machine Learning With Python here  https://t.co/GupRgMTNCb #learning #python @pythonbot_
1888,"['machine', 'learning', 'python']",Fri Mar 17 23:55:19 +0000 2017,"Fluent Python: Clear, Concise, And Effective Programming here  https://t.co/EtL7PRhiHp #machine #learning #python @pythonbot_"
1651,['gpu_processing'],Sat Mar 18 00:02:22 +0000 2017,RT @DataInfact: GPU computing key to machine learning and big data performance https://t.co/1rtlXU21pS - rewteet! #gpu_processing https://t\xe2\x80\xa6
1633,[],Sat Mar 18 00:06:12 +0000 2017,A telecharger! Nouvel eBook MathWorks:Le Machine Learning avec MATLAB.+Le Machine Learn... https://t.co/iqTYL4olBR VIE finance 129
1485,[],Fri Mar 17 23:56:18 +0000 2017,"The hashtag is dead, and machine learning killed it https://t.co/ENgrjlrizj"
1376,"['BigData', 'MachineLearning', 'DataScience', 'AI']",Fri Mar 17 23:56:04 +0000 2017,RT @gp_pulipaka: Machine Learning Methods Behind Marketing Intelligence. #BigData #MachineLearning #DataScience #AI\xe2\x80\xa6 
1333,"['algorithms', 'deeplearning', 'git', 'machinelearning', 'python']",Fri Mar 17 23:48:21 +0000 2017,Software Engineer - Machine Learning at Coinbase https://t.co/uaXvX40ir8 #algorithms #deeplearning #git #machinelearning #python
1276,[],Fri Mar 17 23:55:39 +0000 2017,"Why machine learning benefits the rich, and everyone else is toast https://t.co/AdudRpGLGb"
1252,"['podcast', 'a16z']",Fri Mar 17 23:56:27 +0000 2017,New #podcast from #a16z : a16z Podcast: The Edge in Machine Learning Startups https://t.co/kXgJM41Ywp
1227,[],Sat Mar 18 00:05:56 +0000 2017,RT @simonmainwaring: The 10 Most Innovative Companies In AI/Machine Learning 2017 &gt;&gt; https://t.co/Gy1DHYkJ09 https://t.co/pZq2uy9qRU
1194,[],Fri Mar 17 23:53:48 +0000 2017,"I'm not technical enough to understand all the details, but this is intriguing https://t.co/uTYZfHFXKv"
1178,['gpu_processing'],Sat Mar 18 00:01:37 +0000 2017,GPU computing key to machine learning and big data performance https://t.co/1rtlXU21pS - rewteet! #gpu_processing https://t.co/GS2swGHXUR
1068,[],Fri Mar 17 23:46:26 +0000 2017,How Microsoft is building a machine learning future https://t.co/LkO1x2pM6B
1068,[],Fri Mar 17 23:46:57 +0000 2017,Quantum computing takes a massive step forward thanks to machine learning https://t.co/7w5rnCQjxX
1060,['antifraud'],Fri Mar 17 23:45:57 +0000 2017,RT @software_daily: [podcast] @Stripe Machine Learning with Michael Manapat @mlmanapat #antifraud\xe2\x80\xa6 https://t.co/MEIvTJB7P1 https://t.co/5Pb\xe2\x80\xa6
1025,[],Fri Mar 17 23:59:15 +0000 2017,a16z Podcast: The Edge in Machine Learning Startups https://t.co/vVm6mtQwt2
973,[],Fri Mar 17 23:54:02 +0000 2017,RT @Robots_and_AIs: RT @nicoletache1 : A short guide to interpreting machine learning models &amp; results by @jpat\xe2\x80\xa6 https://t.co/FNraejdkJJ ht\xe2\x80\xa6
919,[],Fri Mar 17 23:58:15 +0000 2017,a16z Podcast: The Edge in Machine Learning Startups: https://t.co/jyGQTs7Zqh
801,[],Sat Mar 18 00:01:03 +0000 2017,Opportunities for machine-learning startups: An investor\xc2\xa0perspective https://t.co/BBICbgVXGK https://t.co/ChSwSSF8Aq
